Wall time,Step,Value
1720310774.6405888,60112,1.0
1720310776.9742906,60648,0.0
1720310777.5023668,60768,1.0
1720311554.1267354,60832,3.0
1720311554.2879643,60864,2.0
1720311555.9256341,61208,1.0
1720311557.599054,61560,2.0
1720311558.0049052,61648,0.0
1720311558.9498916,61848,0.0
1720311559.5471346,61984,1.0
1720311559.9797716,62080,5.0
1720311560.5150304,62200,0.0
1720311561.0173676,62312,2.0
1720311562.3146412,62592,5.0
1720311562.505607,62632,0.0
1720311563.2718134,62800,1.0
1720311563.4529462,62840,0.0
1720311564.397626,63056,0.0
1720311565.1438587,63224,1.0
1720311566.896515,63608,0.0
1720311567.7136047,63792,0.0
1720311567.9384878,63840,0.0
1720311568.225996,63904,3.0
1720312256.1827595,64032,0.0
1720312257.0372975,64216,0.0
1720312257.5535207,64328,0.0
1720312258.8235505,64608,0.0
1720312259.6165948,64784,4.0
1720312259.660565,64792,0.0
1720312260.1809773,64904,0.0
1720312260.931166,65064,0.0
1720312261.750919,65248,0.0
1720312262.1914163,65344,0.0
1720312262.3062618,65368,2.0
1720312263.3285093,65592,0.0
1720312264.144193,65768,0.0
1720312264.2232296,65784,0.0
1720312264.9601526,65952,0.0
1720312265.3606844,66040,0.0
1720312266.2679782,66240,0.0
1720312266.9381468,66384,0.0
1720312267.843463,66584,0.0
1720312268.0657444,66632,1.0
1720312268.7428186,66784,0.0
1720312268.7868257,66792,0.0
1720312269.6165125,66984,0.0
1720312269.895451,67048,0.0
1720312961.4060216,67384,0.0
1720312962.3549542,67592,0.0
1720312963.2955859,67800,0.0
1720312963.5209358,67848,0.0
1720312964.2696366,68008,0.0
1720312964.638517,68088,0.0
1720312966.13473,68416,0.0
1720312966.2153535,68432,0.0
1720312967.0672412,68616,0.0
1720312967.1790853,68640,0.0
1720312968.0355723,68832,0.0
1720312968.416754,68912,0.0
1720312968.7450209,68984,0.0
1720312969.4992862,69152,0.0
1720312971.0185857,69480,0.0
1720312971.8386877,69672,0.0
1720312972.5768595,69840,0.0
1720312973.486123,70048,0.0
1720312973.8663604,70136,0.0
1720312974.236568,70216,2.0
1720312975.07758,70392,2.0
1720313658.411504,70464,0.0
1720313658.4541957,70472,0.0
1720313659.569175,70720,0.0
1720313660.2885432,70888,0.0
1720313660.9761608,71048,0.0
1720313661.4900753,71160,0.0
1720313661.822332,71232,0.0
1720313662.5567496,71392,0.0
1720313662.9147148,71472,0.0
1720313662.9940624,71488,0.0
1720313664.1177425,71744,0.0
1720313664.7507937,71888,0.0
1720313665.820721,72128,0.0
1720313665.9002216,72144,0.0
1720313666.4220912,72264,0.0
1720313667.0409856,72408,0.0
1720313667.3592236,72480,0.0
1720313667.5062435,72512,0.0
1720313668.6339993,72760,0.0
1720313669.2485223,72904,0.0
1720313670.393246,73160,0.0
1720313670.5172222,73184,0.0
1720313670.785737,73240,0.0
1720313671.5906749,73416,0.0
1720313671.7991579,73464,0.0
1720313672.0369334,73520,0.0
1720314356.221525,73784,0.0
1720314356.8379161,73920,0.0
1720314358.1146464,74184,0.0
1720314358.1929786,74200,0.0
1720314358.5047104,74272,0.0
1720314359.079375,74408,0.0
1720314359.3843768,74480,0.0
1720314359.6897812,74552,0.0
1720314360.789278,74792,0.0
1720314361.3749096,74920,0.0
1720314362.614836,75192,0.0
1720314362.8009613,75232,0.0
1720314363.0937066,75296,0.0
1720314363.613423,75416,0.0
1720314363.8865283,75472,0.0
1720314364.433206,75592,0.0
1720314365.520276,75832,0.0
1720314365.9757748,75936,0.0
1720314367.0194857,76176,0.0
1720314367.3511198,76248,0.0
1720314367.7715983,76344,0.0
1720314368.1053853,76424,0.0
1720314368.5532324,76528,0.0
1720314368.7582064,76576,0.0
1720315057.6885085,76848,0.0
1720315058.1660013,76960,0.0
1720315059.1176853,77168,0.0
1720315059.9935372,77368,0.0
1720315060.2047088,77416,0.0
1720315060.636416,77520,0.0
1720315061.7843947,77792,1.0
1720315061.9280133,77824,0.0
1720315062.5050733,77960,0.0
1720315063.4581559,78184,0.0
1720315063.5693765,78208,0.0
1720315064.1462944,78344,0.0
1720315064.3584232,78392,0.0
1720315064.9334035,78512,0.0
1720315066.3479695,78816,0.0
1720315066.9319994,78944,0.0
1720315067.9113393,79176,0.0
1720315067.9542706,79184,0.0
1720315068.6033528,79336,0.0
1720315068.7969108,79376,0.0
1720315069.3315918,79496,0.0
1720315070.4340875,79744,0.0
1720315070.691839,79800,0.0
1720315071.267426,79928,0.0
1720315759.2133386,80168,0.0
1720315760.5824041,80472,0.0
1720315761.1803787,80608,1.0
1720315761.9643846,80784,0.0
1720315763.572111,81136,3.0
1720315764.430858,81320,2.0
1720315765.3710542,81528,2.0
1720315767.4780946,81992,3.0
1720315767.7745972,82056,2.0
1720315770.1565328,82584,3.0
1720315770.9631016,82752,3.0
1720315771.7870295,82928,2.0
1720315772.676086,83120,2.0
1720316459.7526705,83552,3.0
1720316459.8641186,83576,2.0
1720316460.1471348,83640,2.0
1720316463.1194293,84328,2.0
1720316463.5250988,84416,3.0
1720316464.0157802,84520,2.0
1720316464.1297076,84544,0.0
1720316464.4573317,84616,0.0
1720316464.835382,84696,2.0
1720316466.9034545,85176,2.0
1720316470.327706,85928,2.0
1720316470.71786,86008,2.0
1720316471.2472486,86112,2.0
1720316472.026164,86280,2.0
1720317157.4429655,86576,3.0
1720317157.814293,86656,2.0
1720317159.2456732,86952,2.0
1720317161.8796241,87512,2.0
1720317162.7935734,87704,2.0
1720317162.9245038,87728,2.0
1720317165.3280025,88232,2.0
1720317165.4025466,88248,3.0
1720317166.769583,88544,3.0
1720317167.888357,88784,3.0
1720317169.9250667,89232,0.0
1720317170.2400527,89304,2.0
1720317170.283611,89312,2.0
1720317170.6966858,89400,2.0
1720317857.7328875,89808,2.0
1720317859.1995933,90144,2.0
1720317860.2434237,90376,2.0
1720317862.103632,90808,2.0
1720317862.5393784,90904,2.0
1720317864.268488,91280,3.0
1720317864.3528278,91296,3.0
1720317866.2885954,91728,2.0
1720317866.4980328,91776,3.0
1720317866.5412343,91784,4.0
1720317870.7805543,92760,0.0
1720318551.5237284,92864,2.0
1720318552.3667064,93048,3.0
1720318552.9782903,93184,4.0
1720318553.3625994,93272,3.0
1720318554.8113902,93616,3.0
1720318555.177717,93696,3.0
1720318556.3569622,93960,3.0
1720318558.2028472,94384,2.0
1720318559.3111322,94632,2.0
1720318560.2479584,94848,3.0
1720318560.356617,94872,2.0
1720318561.5848806,95160,3.0
1720318561.7742887,95200,2.0
1720318563.4390848,95568,2.0
1720318565.3963776,96000,2.0
1720319250.0871341,96272,2.0
1720319252.0771966,96736,2.0
1720319252.716549,96888,3.0
1720319253.9699361,97184,3.0
1720319254.1408753,97224,4.0
1720319255.7917032,97584,2.0
1720319256.413251,97712,3.0
1720319259.331049,98344,2.0
1720319260.7200732,98640,4.0
1720319261.678859,98848,3.0
1720319263.0458422,99152,3.0
1720319263.120713,99168,3.0
1720319263.2325847,99192,3.0
1720319944.6668828,99296,2.0
1720319945.8068624,99552,3.0
1720319946.3005092,99656,0.0
1720319947.579354,99944,2.0
1720319951.2674325,100744,2.0
1720319951.5591693,100808,3.0
1720319952.047454,100920,2.0
1720319952.993254,101144,3.0
1720319954.6569731,101528,3.0
1720319954.9035916,101576,4.0
1720319955.2314055,101648,3.0
1720319956.6489003,101952,3.0
1720319958.5866108,102360,2.0
1720320642.7390652,102504,2.0
1720320643.737193,102736,2.0
1720320643.9885461,102792,3.0
1720320645.6019125,103152,2.0
1720320647.377191,103552,2.0
1720320647.6233509,103608,3.0
1720320649.103407,103944,2.0
1720320649.148112,103952,4.0
1720320649.9726675,104128,2.0
1720320652.5880153,104728,3.0
1720320652.9607728,104808,3.0
1720320653.5718398,104944,0.0
1720320654.6622968,105184,2.0
1720321341.9572363,105920,3.0
1720321343.6286073,106304,2.0
1720321343.711197,106320,2.0
1720321345.9036815,106800,3.0
1720321347.4538834,107152,3.0
1720321347.6130202,107184,3.0
1720321348.1519897,107304,4.0
1720321348.417615,107360,2.0
1720321349.0823488,107512,2.0
1720321350.722138,107896,2.0
1720321350.8029964,107912,2.0
1720321354.095444,108672,1.0
1720321354.580696,108776,3.0
1720321354.6279297,108784,2.0
1720322037.5482316,108968,2.0
1720322038.4510155,109176,3.0
1720322039.8799045,109496,3.0
1720322039.933482,109504,2.0
1720322043.7280338,110368,2.0
1720322043.7770236,110376,2.0
1720322044.6634681,110568,2.0
1720322044.994566,110648,3.0
1720322047.1601136,111144,3.0
1720322048.5423913,111472,3.0
1720322048.6532845,111496,3.0
1720322048.8525858,111544,3.0
1720322050.5994248,111968,2.0
1720322730.1821916,112168,2.0
1720322730.475275,112232,2.0
1720322732.7659254,112760,2.0
1720322732.808573,112768,4.0
1720322735.328131,113328,3.0
1720322735.9926138,113464,3.0
1720322736.262428,113520,3.0
1720322737.3697946,113752,2.0
1720322737.8177118,113848,2.0
1720322740.1294446,114352,4.0
1720322740.177665,114360,2.0
1720322740.225985,114368,2.0
1720322742.9235992,114920,2.0
1720322744.232896,115192,2.0
1720323427.0231512,115304,3.0
1720323427.1382139,115328,2.0
1720323427.626504,115432,2.0
1720323431.574568,116344,3.0
1720323431.6174629,116352,3.0
1720323432.3424869,116512,2.0
1720323434.1006188,116904,2.0
1720323434.1445184,116912,2.0
1720323434.3065639,116944,2.0
1720323435.5334554,117216,3.0
1720323436.6121325,117448,3.0
1720323438.7531095,117936,2.0
1720323439.5051687,118104,2.0
1720323440.690019,118368,3.0
1720324121.8995714,118528,2.0
1720324121.9403145,118536,2.0
1720324123.6559207,118928,3.0
1720324124.766689,119184,3.0
1720324126.508133,119568,0.0
1720324129.883536,120344,3.0
1720324130.5178707,120480,4.0
1720324130.6385264,120504,3.0
1720324131.671825,120744,5.0
1720324131.898686,120792,2.0
1720324132.428755,120904,3.0
1720324133.1589768,121064,3.0
1720324135.3629289,121560,3.0
1720324806.8227053,122312,3.0
1720324807.246427,122408,2.0
1720324807.4262037,122448,3.0
1720324807.604864,122488,2.0
1720324807.7149274,122512,3.0
1720324807.9273171,122560,0.0
1720324808.2735496,122640,2.0
1720324808.6602705,122728,3.0
1720324813.7294462,123896,2.0
1720324814.120968,123984,2.0
1720324814.3375983,124032,2.0
1720324815.5266817,124304,2.0
1720324816.2934937,124480,3.0
1720324816.5069659,124528,3.0
1720325488.8797174,125000,4.0
1720325490.929276,125512,2.0
1720325491.2622123,125592,2.0
1720325492.0571465,125784,2.0
1720325493.328992,126080,2.0
1720325494.1928,126280,3.0
1720325494.8820958,126440,3.0
1720325495.3900235,126552,3.0
1720325495.5360236,126584,2.0
1720325499.7062206,127576,3.0
1720325500.5132952,127760,3.0
1720325501.046265,127888,4.0
1720325501.3796408,127968,2.0
1720326330.1266017,128160,2.0
1720326330.6797414,128288,3.0
1720326331.170874,128400,3.0
1720326332.2841482,128656,7.0
1720326333.6650944,128968,1.0
1720326334.506842,129160,2.0
1720326336.2968338,129568,2.0
1720326337.1840627,129768,2.0
1720326337.5847228,129864,3.0
1720326338.0777054,129984,2.0
1720326339.1376173,130240,2.0
1720326339.3392017,130288,3.0
1720326343.0692613,131160,3.0
1720327107.268712,131336,4.0
1720327107.3802822,131360,2.0
1720327108.3630285,131584,2.0
1720327109.3760157,131816,2.0
1720327109.63335,131872,2.0
1720327109.9558527,131944,4.0
1720327113.4356103,132744,2.0
1720327114.2818515,132936,2.0
1720327114.7438927,133040,2.0
1720327115.3131921,133168,2.0
1720327116.4390926,133424,2.0
1720327116.9414902,133536,2.0
1720327117.7621906,133720,4.0
1720327119.2787015,134072,0.0
1720327120.0719826,134256,4.0
1720327120.4572637,134344,2.0
1720327789.3465908,134920,3.0
1720327789.708263,135008,2.0
1720327790.2446115,135136,2.0
1720327792.6140254,135712,3.0
1720327793.9534507,136048,3.0
1720327794.7630887,136248,3.0
1720327795.8393292,136512,2.0
1720327796.2164981,136592,2.0
1720327796.7758012,136712,0.0
1720327796.820277,136720,4.0
1720327798.5828328,137112,3.0
1720327800.2855425,137504,4.0
1720328470.1510932,137752,0.0
1720328470.5728223,137848,2.0
1720328470.6505342,137864,3.0
1720328473.035122,138416,3.0
1720328473.2708244,138472,3.0
1720328474.3510733,138720,3.0
1720328477.2320879,139440,2.0
1720328477.307274,139456,2.0
1720328477.4858644,139496,4.0
1720328478.7390573,139768,3.0
1720328479.1924734,139872,4.0
1720328481.039592,140304,2.0
1720328481.1524153,140328,3.0
1720328481.4356773,140392,3.0
1720329151.1687138,141088,2.0
1720329152.7328346,141448,3.0
1720329152.8237314,141464,3.0
1720329154.6079767,141880,2.0
1720329154.8345237,141936,2.0
1720329155.0630126,141992,2.0
1720329155.80924,142168,0.0
1720329155.8497381,142176,4.0
1720329159.3421512,143032,2.0
1720329159.442971,143056,2.0
1720329162.3041294,143760,2.0
1720329162.692962,143856,4.0
1720329162.8921475,143904,3.0
1720329162.997927,143928,3.0
1720329832.1580267,144176,3.0
1720329835.70132,145032,3.0
1720329836.0912309,145120,3.0
1720329837.1390648,145360,2.0
1720329837.9266005,145536,2.0
1720329838.2663643,145608,3.0
1720329839.0052032,145776,2.0
1720329841.1674674,146272,4.0
1720329843.2875893,146736,2.0
1720329844.6132605,147024,3.0
1720330512.1651013,147312,2.0
1720330512.5453172,147400,2.0
1720330512.588055,147408,3.0
1720330513.3603802,147592,3.0
1720330513.8761938,147712,2.0
1720330516.8248012,148376,2.0
1720330518.11182,148680,2.0
1720330519.4013,148984,2.0
1720330519.6458929,149040,2.0
1720330519.6893277,149048,2.0
1720330520.4852512,149224,2.0
1720330523.712216,150008,2.0
1720330524.1126008,150104,3.0
1720330524.8106754,150272,2.0
1720330525.1248853,150344,5.0
1720331193.8130155,150608,2.0
1720331194.871902,150856,2.0
1720331195.6411507,151048,3.0
1720331195.9971457,151136,0.0
1720331197.8981955,151600,2.0
1720331199.16745,151920,2.0
1720331199.8452609,152080,2.0
1720331200.0152895,152120,1.0
1720331200.4253073,152216,2.0
1720331204.0291967,153072,2.0
1720331204.0716996,153080,3.0
1720331204.6905725,153224,2.0
1720331871.9026942,153736,2.0
1720331871.9784865,153752,7.0
1720331872.6565115,153912,3.0
1720331874.1934583,154272,3.0
1720331875.2582154,154528,4.0
1720331876.157293,154744,2.0
1720331877.7448943,155128,3.0
1720331879.6188884,155568,3.0
1720331880.5644224,155784,3.0
1720331881.96122,156104,3.0
1720331882.1982198,156160,2.0
1720331883.184871,156392,2.0
1720331883.630872,156496,2.0
1720331884.4491837,156688,0.0
1720332551.2328496,156832,0.0
1720332552.31124,157080,6.0
1720332552.5281272,157128,3.0
1720332555.000508,157696,2.0
1720332555.493093,157808,2.0
1720332556.436401,158024,2.0
1720332558.5024188,158504,3.0
1720332559.3700974,158704,2.0
1720332559.4138484,158712,2.0
1720332559.8351114,158808,3.0
1720332561.0746636,159096,4.0
1720332561.8657756,159280,2.0
1720332562.7821147,159496,2.0
1720332563.9829338,159776,0.0
1720333232.783466,160008,3.0
1720333233.3381498,160136,2.0
1720333234.1317093,160320,2.0
1720333234.2078023,160336,0.0
1720333236.4186666,160848,3.0
1720333237.4210598,161080,3.0
1720333237.7711277,161160,0.0
1720333239.3749545,161528,3.0
1720333240.391528,161760,3.0
1720333241.1586792,161936,2.0
1720333241.2752125,161960,2.0
1720333241.5896704,162032,3.0
1720333243.6732671,162488,2.0
1720333244.437238,162664,2.0
1720333245.348747,162872,2.0
1720333914.328492,163344,3.0
1720333915.742069,163648,0.0
1720333917.0023844,163920,3.0
1720333917.37853,164000,3.0
1720333917.9335513,164120,2.0
1720333919.926177,164552,2.0
1720333920.344741,164640,0.0
1720333921.9147828,165000,2.0
1720333923.3635197,165352,1.0
1720333924.093721,165536,2.0
1720333924.869105,165728,3.0
1720333925.320595,165832,3.0
1720333927.5943315,166384,4.0
1720334593.3638017,166624,2.0
1720334593.4361415,166640,3.0
1720334594.7983239,166968,2.0
1720334595.5678194,167144,2.0
1720334596.9699368,167432,2.0
1720334599.9471476,168160,2.0
1720334600.0236576,168176,2.0
1720334600.3423922,168248,2.0
1720334600.446571,168272,2.0
1720334603.6281464,169016,3.0
1720334605.3181424,169416,3.0
1720335272.7417114,169824,2.0
1720335274.352928,170200,3.0
1720335274.8014894,170304,3.0
1720335275.517654,170472,4.0
1720335276.100274,170608,2.0
1720335276.412636,170680,4.0
1720335279.8217063,171488,3.0
1720335280.0689857,171544,0.0
1720335281.4543855,171864,3.0
1720335281.7469897,171936,2.0
1720335282.3286552,172080,3.0
1720335282.8686085,172216,2.0
1720335283.3562014,172336,2.0
1720335950.2252693,172856,2.0
1720335950.5862005,172936,0.0
1720335951.5363085,173168,2.0
1720335952.112284,173312,2.0
1720335952.2475853,173344,0.0
1720335952.7268393,173464,2.0
1720335954.206246,173832,2.0
1720335955.9144547,174248,3.0
1720335956.2903688,174336,1.0
1720335956.3660994,174352,0.0
1720335956.889735,174480,0.0
1720335959.8975203,175192,3.0
1720335960.6541815,175376,0.0
1720335961.3888152,175552,1.0
1720335962.2093627,175744,4.0
1720336637.7504542,176288,2.0
1720336637.978765,176336,5.0
1720336638.6610568,176488,3.0
1720336640.2771714,176864,2.0
1720336640.5843413,176936,7.0
1720336641.198709,177080,2.0
1720336643.9450533,177736,3.0
1720336645.3926904,178080,2.0
1720336646.1639512,178272,1.0
1720336646.5453742,178360,0.0
1720336646.6841083,178392,1.0
1720336647.1462405,178504,3.0
1720336647.786363,178656,2.0
1720336648.4235141,178808,1.0
1720336649.8122575,179136,1.0
1720337323.6110952,179896,2.0
1720337324.0227594,179984,2.0
1720337325.700641,180352,2.0
1720337325.9653811,180408,3.0
1720337326.2731907,180472,1.0
1720337326.4690952,180512,2.0
1720337326.552514,180528,3.0
1720337329.4420843,181168,3.0
1720337330.6741054,181456,0.0
1720337331.0524852,181544,0.0
1720337331.2031713,181576,0.0
1720337331.3475454,181608,0.0
1720337331.390244,181616,2.0
1720337331.4964116,181640,2.0
1720337334.6850982,182392,3.0
1720338005.0429194,182632,0.0
1720338007.0603476,183096,2.0
1720338007.4539683,183184,2.0
1720338007.4969,183192,3.0
1720338007.7441452,183248,2.0
1720338009.4137015,183640,3.0
1720338011.5260544,184136,0.0
1720338012.1667993,184280,5.0
1720338012.7427406,184408,2.0
1720338013.167066,184504,1.0
