Wall time,Step,Value
1720338014.037728,184704,0.0
1720338015.8664954,185120,2.0
1720338016.2791932,185216,3.0
1720338684.382469,186264,3.0
1720338684.6289117,186320,3.0
1720338684.6712756,186328,3.0
1720338685.288341,186472,1.0
1720338685.331181,186480,2.0
1720338686.8093364,186784,5.0
1720338687.0127158,186824,4.0
1720338688.7968903,187240,3.0
1720338691.0532901,187776,1.0
1720338691.0947714,187784,1.0
1720338691.2002087,187808,1.0
1720338691.698589,187928,2.0
1720338693.8439875,188456,3.0
1720339362.1358986,188832,3.0
1720339362.2893522,188864,2.0
1720339362.8142803,188976,3.0
1720339363.7973561,189192,1.0
1720339364.5566723,189384,2.0
1720339366.6146083,189872,3.0
1720339367.5895724,190096,2.0
1720339369.2058814,190488,2.0
1720339369.6987038,190608,2.0
1720339371.6250355,191080,3.0
1720339371.8044162,191120,3.0
1720339373.02649,191408,3.0
1720339373.9086828,191632,0.0
1720340042.5861342,192088,2.0
1720340042.7653537,192128,0.0
1720340043.3932083,192272,3.0
1720340045.8100822,192832,5.0
1720340046.091208,192896,3.0
1720340046.84432,193072,3.0
1720340047.1038828,193136,1.0
1720340048.0238974,193360,1.0
1720340049.4374483,193696,0.0
1720340049.8856606,193800,2.0
1720340050.3596995,193912,2.0
1720340052.4490144,194416,0.0
1720340053.791231,194736,2.0
1720340053.9374924,194768,3.0
1720340055.1401923,195056,4.0
1720340718.6343262,195232,3.0
1720340719.1294277,195344,1.0
1720340721.223357,195824,1.0
1720340721.5732613,195904,3.0
1720340723.6591706,196392,2.0
1720340723.7359982,196408,0.0
1720340723.8464746,196432,1.0
1720340725.0699916,196712,3.0
1720340725.5651038,196824,2.0
1720340726.1506097,196960,3.0
1720340726.949444,197144,1.0
1720340728.2255225,197440,0.0
1720340730.1176693,197888,3.0
1720340731.014171,198112,2.0
1720341397.4110944,198440,3.0
1720341398.1430066,198600,2.0
1720341398.1868567,198608,2.0
1720341402.0667107,199512,2.0
1720341402.8074288,199696,4.0
1720341403.095248,199768,0.0
1720341403.545154,199880,4.0
1720341404.2391555,200048,2.0
1720341404.567368,200128,3.0
1720341405.8080842,200432,2.0
1720341407.2780428,200800,0.0
1720341408.5882564,201120,1.0
1720341408.6295083,201128,2.0
1720341408.731436,201152,4.0
1720341410.0088816,201448,0.0
1720342085.8477304,201864,2.0
1720342087.7670407,202312,0.0
1720342088.0495813,202376,0.0
1720342089.5665004,202728,2.0
1720342090.1322057,202856,3.0
1720342091.4122496,203152,2.0
1720342092.092694,203312,3.0
1720342093.033459,203536,4.0
1720342094.9088776,204000,2.0
1720342096.3275802,204360,0.0
1720342096.4001641,204376,2.0
1720342096.4418838,204384,1.0
1720342096.7540622,204456,3.0
1720342771.2615032,205144,3.0
1720342771.656276,205232,2.0
1720342772.4219098,205400,0.0
1720342772.8127153,205488,0.0
1720342775.0380151,205992,3.0
1720342775.3256993,206056,2.0
1720342775.9942305,206208,0.0
1720342776.330297,206280,0.0
1720342777.049214,206440,3.0
1720342779.897424,207056,2.0
1720342780.193233,207120,0.0
1720342780.579616,207208,2.0
1720342780.934848,207288,0.0
1720342782.5351064,207648,2.0
1720342783.8739567,207952,2.0
1720343459.621678,208520,3.0
1720343460.248021,208664,1.0
1720343460.4376714,208704,0.0
1720343460.590045,208736,2.0
1720343461.7383595,208992,2.0
1720343462.5342634,209176,3.0
1720343465.8820705,210000,3.0
1720343466.5929112,210168,8.0
1720343468.595362,210640,3.0
1720343468.636855,210648,3.0
1720343469.0281153,210744,3.0
1720343469.069416,210752,3.0
1720343470.4438646,211096,3.0
