Wall time,Step,Value
1720338007.4540415,183184,201.0
1720338007.496964,183192,253.0
1720338007.7442098,183248,201.0
1720338009.4137702,183640,253.0
1720338011.5261238,184136,130.0
1720338012.166872,184280,334.0
1720338012.7428193,184408,222.0
1720338013.1671364,184504,157.0
1720338014.0378084,184704,133.0
1720338015.8665617,185120,242.0
1720338016.2792616,185216,253.0
1720338684.3825374,186264,232.0
1720338684.6289823,186320,255.0
1720338684.6713414,186328,262.0
1720338685.288409,186472,169.0
1720338685.3312511,186480,222.0
1720338686.8094132,186784,331.0
1720338687.012783,186824,290.0
1720338688.7969582,187240,253.0
1720338691.0533566,187776,189.0
1720338691.0948422,187784,183.0
1720338691.2002718,187808,166.0
1720338691.6986568,187928,200.0
1720338693.8440514,188456,248.0
1720339362.135968,188832,251.0
1720339362.2894247,188864,203.0
1720339362.8143532,188976,274.0
1720339363.7974195,189192,176.0
1720339364.5567396,189384,201.0
1720339366.6146765,189872,258.0
1720339367.5896368,190096,205.0
1720339369.2059517,190488,203.0
1720339369.6987672,190608,222.0
1720339371.6251075,191080,263.0
1720339371.8044846,191120,271.0
1720339373.0265553,191408,253.0
1720339373.9087489,191632,128.0
1720340042.5862002,192088,200.0
1720340042.7654204,192128,126.0
1720340043.3932798,192272,272.0
1720340045.8101535,192832,370.0
1720340046.0912776,192896,256.0
1720340046.8443863,193072,249.0
1720340047.1039445,193136,188.0
1720340048.0239642,193360,154.0
1720340049.4375153,193696,138.0
1720340049.88573,193800,214.0
1720340050.3597689,193912,205.0
1720340052.4490788,194416,132.0
1720340053.791303,194736,208.0
1720340053.9375556,194768,234.0
1720340055.1402607,195056,278.0
1720340718.634398,195232,262.0
1720340719.129498,195344,179.0
1720340721.2234313,195824,176.0
1720340721.5733309,195904,263.0
1720340723.6592386,196392,211.0
1720340723.736067,196408,133.0
1720340723.8465455,196432,172.0
1720340725.0700605,196712,247.0
1720340725.5651746,196824,199.0
1720340726.150679,196960,274.0
1720340726.9495158,197144,155.0
1720340728.2255945,197440,126.0
1720340730.1177347,197888,258.0
1720340731.0142407,198112,213.0
1720341397.4111662,198440,256.0
1720341398.1430755,198600,205.0
1720341398.1869254,198608,223.0
1720341402.0667763,199512,203.0
1720341402.8074975,199696,319.0
1720341403.0953133,199768,133.0
1720341403.5452158,199880,305.0
1720341404.23922,200048,201.0
1720341404.5674334,200128,252.0
1720341405.8081484,200432,229.0
1720341407.2781062,200800,129.0
1720341408.5883195,201120,155.0
1720341408.6295733,201128,202.0
1720341408.7315023,201152,318.0
1720341410.0089498,201448,127.0
1720342085.847808,201864,227.0
1720342087.7671108,202312,145.0
1720342088.0496528,202376,132.0
1720342089.5665708,202728,201.0
1720342090.1322758,202856,257.0
1720342091.412324,203152,213.0
1720342092.0927598,203312,261.0
1720342093.0335264,203536,301.0
1720342094.908941,204000,203.0
1720342096.3276658,204360,131.0
1720342096.4002314,204376,206.0
1720342096.4419472,204384,191.0
1720342096.7541285,204456,268.0
1720342771.2615283,205144,249.0
1720342771.6563447,205232,212.0
1720342772.421979,205400,128.0
1720342772.8127928,205488,138.0
1720342775.0380845,205992,249.0
1720342775.32577,206056,200.0
1720342775.9942977,206208,133.0
1720342776.3303657,206280,142.0
1720342777.0492868,206440,260.0
1720342779.897494,207056,207.0
1720342780.1932557,207120,133.0
1720342780.5796838,207208,215.0
1720342780.9349208,207288,135.0
1720342782.5351746,207648,207.0
1720342783.8740256,207952,209.0
1720343459.621746,208520,260.0
1720343460.2480922,208664,182.0
1720343460.4377434,208704,132.0
1720343460.590115,208736,202.0
1720343461.7384284,208992,213.0
1720343462.534333,209176,265.0
1720343465.882139,210000,256.0
1720343466.5929775,210168,381.0
1720343468.5954332,210640,247.0
1720343468.6369152,210648,266.0
1720343469.0281816,210744,255.0
1720343469.069478,210752,252.0
1720343470.4439285,211096,263.0
